date,product,category,sales,price,stock
2022-12-09,Shampoo,Personal Care,87,168.63089138923436,469
2022-12-10,Milk,Dairy,146,10.694699155483363,327
2022-12-10,Bread,Bakery,132,17.179056253179137,422
2022-12-10,Rice,Grocery,105,19.945963901949487,427
2022-12-10,Eggs,Dairy,137,81.66397043900626,364
2022-12-10,Soap,Personal Care,150,50.918263742375615,374
2022-12-10,Shampoo,Personal Care,126,137.74209389879184,371
2022-12-11,Milk,Dairy,148,164.3141215856228,247
2022-12-11,Bread,Bakery,154,176.7909890931472,338
2022-12-11,Rice,Grocery,113,133.33925331786583,276
2022-12-11,Eggs,Dairy,129,27.76882348360281,474
2022-12-11,Soap,Personal Care,147,100.28246454429937,227
2022-12-11,Shampoo,Personal Care,112,164.27387105425234,424
2022-12-12,Milk,Dairy,107,23.753985670218967,232
2022-12-12,Bread,Bakery,102,13.823127152084068,408
2022-12-12,Rice,Grocery,96,11.348341174028564,467
2022-12-12,Eggs,Dairy,107,112.74546994710315,376
2022-12-12,Soap,Personal Care,115,110.95459111495573,488
2022-12-12,Shampoo,Personal Care,114,175.42757896072095,291
2022-12-13,Milk,Dairy,102,171.58160265899633,398
2022-12-13,Bread,Bakery,102,124.32045563788836,429
2022-12-13,Rice,Grocery,94,41.819393204508074,389
2022-12-13,Eggs,Dairy,121,46.88446638473472,219
2022-12-13,Soap,Personal Care,80,71.88342019976344,332
2022-12-13,Shampoo,Personal Care,104,80.10764640497374,315
2022-12-14,Milk,Dairy,102,55.590291707489946,301
2022-12-14,Bread,Bakery,97,120.15005183855668,266
2022-12-14,Rice,Grocery,91,128.08638911623598,418
2022-12-14,Eggs,Dairy,110,80.05355556075266,282
2022-12-14,Soap,Personal Care,100,168.81879754398605,275
2022-12-14,Shampoo,Personal Care,112,57.59175988245506,321
2022-12-15,Milk,Dairy,75,144.7341663823281,450
2022-12-15,Bread,Bakery,103,181.4830018201611,251
2022-12-15,Rice,Grocery,84,165.190740219126,390
2022-12-15,Eggs,Dairy,98,124.72258498031314,308
2022-12-15,Soap,Personal Care,95,197.02117597466784,351
2022-12-15,Shampoo,Personal Care,89,64.01477492813727,347
2022-12-16,Milk,Dairy,109,94.68866597154515,339
2022-12-16,Bread,Bakery,117,39.1999858033769,262
2022-12-16,Rice,Grocery,100,132.74891937835326,325
2022-12-16,Eggs,Dairy,98,159.1512988795698,213
2022-12-16,Soap,Personal Care,83,167.59148538245617,304
2022-12-16,Shampoo,Personal Care,88,103.1853283798305,343
2022-12-17,Milk,Dairy,136,115.62328324412087,385
2022-12-17,Bread,Bakery,143,108.8437929295871,371
2022-12-17,Rice,Grocery,132,124.18186704952447,271
2022-12-17,Eggs,Dairy,133,44.75535593279609,222
2022-12-17,Soap,Personal Care,115,163.0655748747198,262
2022-12-17,Shampoo,Personal Care,137,118.5077008625578,302
2022-12-18,Milk,Dairy,145,97.41218218203673,393
2022-12-18,Bread,Bakery,130,127.53117832370192,214
2022-12-18,Rice,Grocery,115,185.41251192719344,227
2022-12-18,Eggs,Dairy,117,68.824141566245,428
2022-12-18,Soap,Personal Care,149,54.960294979301686,440
2022-12-18,Shampoo,Personal Care,113,48.26582953083861,253
2022-12-19,Milk,Dairy,99,15.35635468497221,465
2022-12-19,Bread,Bakery,90,147.55794120478137,236
2022-12-19,Rice,Grocery,101,140.79624523477779,412
2022-12-19,Eggs,Dairy,94,162.83113868616311,430
2022-12-19,Soap,Personal Care,88,111.46686150888476,417
2022-12-19,Shampoo,Personal Care,104,23.26190213000245,256
2022-12-20,Milk,Dairy,116,152.94368381579815,441
2022-12-20,Bread,Bakery,97,110.1579859168443,487
2022-12-20,Rice,Grocery,100,174.70249047514255,464
2022-12-20,Eggs,Dairy,86,157.1077180631275,490
2022-12-20,Soap,Personal Care,80,187.3826973032378,362
2022-12-20,Shampoo,Personal Care,91,24.657431076351592,487
2022-12-21,Milk,Dairy,97,55.459183922778145,317
2022-12-21,Bread,Bakery,88,106.62021203697877,470
2022-12-21,Rice,Grocery,92,120.38403146000256,225
2022-12-21,Eggs,Dairy,103,126.09444819296566,383
2022-12-21,Soap,Personal Care,104,59.85905552228074,452
2022-12-21,Shampoo,Personal Care,93,75.79054789160222,348
2022-12-22,Milk,Dairy,116,198.42036667461977,281
2022-12-22,Bread,Bakery,83,71.69401350907015,267
2022-12-22,Rice,Grocery,86,53.33907180145317,310
2022-12-22,Eggs,Dairy,82,124.9635381531713,298
2022-12-22,Soap,Personal Care,103,43.51826298129837,395
2022-12-22,Shampoo,Personal Care,90,98.44607664022115,237
2022-12-23,Milk,Dairy,109,35.74820597654327,337
2022-12-23,Bread,Bakery,94,187.4576095173973,485
2022-12-23,Rice,Grocery,88,82.8012490262339,449
2022-12-23,Eggs,Dairy,82,23.5390832031633,205
2022-12-23,Soap,Personal Care,76,29.667459931164892,472
2022-12-23,Shampoo,Personal Care,99,189.75436743307796,309
2022-12-24,Milk,Dairy,124,193.91426138629154,479
2022-12-24,Bread,Bakery,135,30.903367014233282,245
2022-12-24,Rice,Grocery,132,23.897076800873947,302
2022-12-24,Eggs,Dairy,109,142.21749913001216,469
2022-12-24,Soap,Personal Care,129,165.69129219736936,398
2022-12-24,Shampoo,Personal Care,146,18.94162759662001,290
2022-12-25,Milk,Dairy,142,164.35859494854108,356
2022-12-25,Bread,Bakery,117,186.58743755333933,273
2022-12-25,Rice,Grocery,123,196.7737996345081,220
2022-12-25,Eggs,Dairy,120,71.89811331166746,317
2022-12-25,Soap,Personal Care,111,46.3830268325427,327
2022-12-25,Shampoo,Personal Care,98,38.01599409023122,247
2022-12-26,Milk,Dairy,102,67.27667541802691,259
2022-12-26,Bread,Bakery,72,125.14262806785544,237
2022-12-26,Rice,Grocery,96,110.22422946606969,496
2022-12-26,Eggs,Dairy,120,63.86636615147849,255
2022-12-26,Soap,Personal Care,75,192.75432612611974,288
2022-12-26,Shampoo,Personal Care,69,195.87043807060007,248
2022-12-27,Milk,Dairy,105,131.4834200762786,344
2022-12-27,Bread,Bakery,103,80.97265629971615,248
2022-12-27,Rice,Grocery,107,168.26888632507007,256
2022-12-27,Eggs,Dairy,96,15.930576464362037,245
2022-12-27,Soap,Personal Care,83,67.62339495243461,446
2022-12-27,Shampoo,Personal Care,99,134.4323533980932,264
2022-12-28,Milk,Dairy,102,111.09649654822215,288
2022-12-28,Bread,Bakery,119,46.81993470443742,273
2022-12-28,Rice,Grocery,112,119.47027266693357,359
2022-12-28,Eggs,Dairy,82,108.51366523902568,245
2022-12-28,Soap,Personal Care,104,19.458390289378315,446
2022-12-28,Shampoo,Personal Care,109,106.72554742762951,318
2022-12-29,Milk,Dairy,98,60.87711977478232,316
2022-12-29,Bread,Bakery,103,115.76959000953318,312
2022-12-29,Rice,Grocery,80,113.44765310834204,427
2022-12-29,Eggs,Dairy,106,146.17653129585196,257
2022-12-29,Soap,Personal Care,94,112.71608892169851,367
2022-12-29,Shampoo,Personal Care,85,107.78720956984724,201
2022-12-30,Milk,Dairy,87,28.904282974321244,369
2022-12-30,Bread,Bakery,94,41.085599960305316,357
2022-12-30,Rice,Grocery,109,139.85255254024423,253
2022-12-30,Eggs,Dairy,85,140.6130035787648,402
2022-12-30,Soap,Personal Care,88,14.599148440280667,453
2022-12-30,Shampoo,Personal Care,94,111.94985610543786,306
2022-12-31,Milk,Dairy,139,180.056433182153,333
2022-12-31,Bread,Bakery,131,141.2169093534609,222
2022-12-31,Rice,Grocery,107,107.50230310280723,458
2022-12-31,Eggs,Dairy,135,90.59516059173548,244
2022-12-31,Soap,Personal Care,119,102.19856478797581,370
2022-12-31,Shampoo,Personal Care,119,32.074309108276935,431
2023-01-01,Milk,Dairy,88,45.7229862672949,227
2023-01-01,Bread,Bakery,87,29.117795672292115,273
2023-01-01,Rice,Grocery,109,51.063939686264824,385
2023-01-01,Eggs,Dairy,111,170.16049869643035,266
2023-01-01,Soap,Personal Care,124,53.23143661792803,299
2023-01-01,Shampoo,Personal Care,101,95.63415106757328,418
2023-01-02,Milk,Dairy,55,144.51008707322592,432
2023-01-02,Bread,Bakery,65,133.65731059297235,370
2023-01-02,Rice,Grocery,68,97.14348063540443,493
2023-01-02,Eggs,Dairy,73,175.5533825446537,446
2023-01-02,Soap,Personal Care,69,86.89411612254233,260
2023-01-02,Shampoo,Personal Care,79,199.2963928065929,477
2023-01-03,Milk,Dairy,69,183.6247592987394,341
2023-01-03,Bread,Bakery,66,115.91156306022074,254
2023-01-03,Rice,Grocery,63,142.65303353583195,360
2023-01-03,Eggs,Dairy,72,17.289133657583214,279
2023-01-03,Soap,Personal Care,79,85.66754462404843,404
2023-01-03,Shampoo,Personal Care,68,36.63143234271877,240
2023-01-04,Milk,Dairy,54,28.0677930650386,251
2023-01-04,Bread,Bakery,57,93.498421128104,286
2023-01-04,Rice,Grocery,64,138.94541782711045,447
2023-01-04,Eggs,Dairy,46,177.91478293702608,390
2023-01-04,Soap,Personal Care,73,74.00106327495901,485
2023-01-04,Shampoo,Personal Care,84,50.41812356475189,462
2023-01-05,Milk,Dairy,44,174.7451994601005,324
2023-01-05,Bread,Bakery,61,113.14684514855298,320
2023-01-05,Rice,Grocery,49,115.79548845287843,481
2023-01-05,Eggs,Dairy,43,58.18696925132719,360
2023-01-05,Soap,Personal Care,47,169.0162882404785,372
2023-01-05,Shampoo,Personal Care,79,165.90952347343145,241
2023-01-06,Milk,Dairy,51,159.52540188242816,330
2023-01-06,Bread,Bakery,85,147.02026096063668,305
2023-01-06,Rice,Grocery,73,148.43687979062761,425
2023-01-06,Eggs,Dairy,57,114.04705912421196,340
2023-01-06,Soap,Personal Care,47,61.72570307614849,220
2023-01-06,Shampoo,Personal Care,72,38.24031095979815,284
2023-01-07,Milk,Dairy,127,167.08106142941273,208
2023-01-07,Bread,Bakery,94,21.631165047278685,437
2023-01-07,Rice,Grocery,98,152.19720543695718,420
2023-01-07,Eggs,Dairy,91,158.11101954654725,395
2023-01-07,Soap,Personal Care,118,143.7479667365579,353
2023-01-07,Shampoo,Personal Care,112,110.83208605506906,320
2023-01-08,Milk,Dairy,114,54.27847937070577,327
2023-01-08,Bread,Bakery,108,136.12040854887437,270
2023-01-08,Rice,Grocery,113,74.98430620711652,231
2023-01-08,Eggs,Dairy,108,79.7622288820543,383
2023-01-08,Soap,Personal Care,83,151.79962438812458,391
2023-01-08,Shampoo,Personal Care,83,184.16218951184408,296
2023-01-09,Milk,Dairy,73,84.92481780662622,464
2023-01-09,Bread,Bakery,56,144.07527343604983,207
2023-01-09,Rice,Grocery,72,166.67900703216966,232
2023-01-09,Eggs,Dairy,51,46.48308768391028,204
2023-01-09,Soap,Personal Care,81,180.00477753237405,335
2023-01-09,Shampoo,Personal Care,46,67.869319594828,377
2023-01-10,Milk,Dairy,60,183.74392860259428,430
2023-01-10,Bread,Bakery,70,177.36747051719996,334
2023-01-10,Rice,Grocery,63,66.206316530554,359
2023-01-10,Eggs,Dairy,60,95.19748979302724,343
2023-01-10,Soap,Personal Care,67,185.99319275119737,468
2023-01-10,Shampoo,Personal Care,51,27.531110866924926,458
2023-01-11,Milk,Dairy,42,107.55255445390583,249
2023-01-11,Bread,Bakery,74,37.65782686831479,409
2023-01-11,Rice,Grocery,63,119.6078222456197,372
2023-01-11,Eggs,Dairy,57,178.41004294815275,396
2023-01-11,Soap,Personal Care,55,18.33090197435968,293
2023-01-11,Shampoo,Personal Care,69,34.46196854638548,253
2023-01-12,Milk,Dairy,61,73.2111341416073,297
2023-01-12,Bread,Bakery,66,41.296371919166376,455
2023-01-12,Rice,Grocery,59,101.86919279934459,457
2023-01-12,Eggs,Dairy,80,38.016071760574114,370
2023-01-12,Soap,Personal Care,59,152.95775431028176,467
2023-01-12,Shampoo,Personal Care,55,147.04458110502708,240
2023-01-13,Milk,Dairy,72,147.97600193379998,268
2023-01-13,Bread,Bakery,60,70.15363147800812,461
2023-01-13,Rice,Grocery,82,132.13238953079565,465
2023-01-13,Eggs,Dairy,59,75.04347566758824,276
2023-01-13,Soap,Personal Care,66,177.73893322883504,409
2023-01-13,Shampoo,Personal Care,66,119.79664547377273,356
2023-01-14,Milk,Dairy,86,60.71086473876665,330
2023-01-14,Bread,Bakery,78,120.13016705834545,214
2023-01-14,Rice,Grocery,111,27.794915995420155,495
2023-01-14,Eggs,Dairy,79,150.286742653027,346
2023-01-14,Soap,Personal Care,75,120.65514659761558,434
2023-01-14,Shampoo,Personal Care,110,75.35613090011033,283
2023-01-15,Milk,Dairy,82,28.99719702191757,277
2023-01-15,Bread,Bakery,109,142.01724007234392,374
2023-01-15,Rice,Grocery,91,13.012173620977727,208
2023-01-15,Eggs,Dairy,95,93.06268941643367,311
2023-01-15,Soap,Personal Care,104,37.4701449455211,269
2023-01-15,Shampoo,Personal Care,96,90.91969945696954,323
2023-01-16,Milk,Dairy,58,11.01630785190234,221
2023-01-16,Bread,Bakery,56,36.54690772600127,247
2023-01-16,Rice,Grocery,72,144.4317331716343,306
2023-01-16,Eggs,Dairy,74,44.13261001418502,336
2023-01-16,Soap,Personal Care,66,26.63916696738526,444
2023-01-16,Shampoo,Personal Care,78,136.40183888501303,469
2023-01-17,Milk,Dairy,78,138.09754834433664,255
2023-01-17,Bread,Bakery,83,98.04429167288278,480
2023-01-17,Rice,Grocery,70,12.609305735689874,497
2023-01-17,Eggs,Dairy,43,40.07377963288099,336
2023-01-17,Soap,Personal Care,51,178.97056438638072,493
2023-01-17,Shampoo,Personal Care,49,152.19129739135468,217
2023-01-18,Milk,Dairy,62,47.323849892329314,214
2023-01-18,Bread,Bakery,62,119.66260905855928,498
2023-01-18,Rice,Grocery,73,128.69312718725553,487
2023-01-18,Eggs,Dairy,79,29.559767493054373,286
2023-01-18,Soap,Personal Care,69,66.72410593661115,204
2023-01-18,Shampoo,Personal Care,67,14.891057851971077,300
2023-01-19,Milk,Dairy,59,180.4867141924503,340
2023-01-19,Bread,Bakery,50,130.1697184581807,427
2023-01-19,Rice,Grocery,75,12.471940550915816,239
2023-01-19,Eggs,Dairy,59,85.9237172079649,285
2023-01-19,Soap,Personal Care,52,84.47387065214798,232
2023-01-19,Shampoo,Personal Care,52,133.93016112931633,426
2023-01-20,Milk,Dairy,72,172.6063523535417,453
2023-01-20,Bread,Bakery,55,162.12614888980912,433
2023-01-20,Rice,Grocery,66,31.907207164419376,358
2023-01-20,Eggs,Dairy,84,58.820936906609276,430
2023-01-20,Soap,Personal Care,74,29.64503795970789,424
2023-01-20,Shampoo,Personal Care,68,121.46280227723577,434
2023-01-21,Milk,Dairy,118,82.41790758659975,366
2023-01-21,Bread,Bakery,85,115.77913847425138,275
2023-01-21,Rice,Grocery,114,73.82976914199743,320
2023-01-21,Eggs,Dairy,88,48.08911907560821,313
2023-01-21,Soap,Personal Care,103,16.795586172837698,390
2023-01-21,Shampoo,Personal Care,72,125.08285568737638,261
2023-01-22,Milk,Dairy,99,88.11829714462635,490
2023-01-22,Bread,Bakery,84,35.03132193007319,310
2023-01-22,Rice,Grocery,100,174.62120655076367,345
2023-01-22,Eggs,Dairy,88,12.591570708817404,497
2023-01-22,Soap,Personal Care,90,168.9449543222266,434
2023-01-22,Shampoo,Personal Care,107,118.4883985519359,382
2023-01-23,Milk,Dairy,59,35.91050995559709,306
2023-01-23,Bread,Bakery,77,12.757867960245672,383
2023-01-23,Rice,Grocery,56,81.18335161281746,401
2023-01-23,Eggs,Dairy,74,197.04397118083997,334
2023-01-23,Soap,Personal Care,64,157.5325074499767,334
2023-01-23,Shampoo,Personal Care,55,179.49412670778793,393
2023-01-24,Milk,Dairy,67,12.93501126928481,203
2023-01-24,Bread,Bakery,83,89.03802551529591,225
2023-01-24,Rice,Grocery,66,107.39094159517698,230
2023-01-24,Eggs,Dairy,54,49.90899408549322,306
2023-01-24,Soap,Personal Care,71,101.54265408239885,440
2023-01-24,Shampoo,Personal Care,50,93.89146197199042,234
2023-01-25,Milk,Dairy,73,144.15104178122584,220
2023-01-25,Bread,Bakery,61,119.63387632120609,254
2023-01-25,Rice,Grocery,74,100.94252540459972,392
2023-01-25,Eggs,Dairy,73,161.2530198254181,414
2023-01-25,Soap,Personal Care,81,163.0783220181138,383
2023-01-25,Shampoo,Personal Care,55,112.12381319791456,456
2023-01-26,Milk,Dairy,46,125.715499494314,400
2023-01-26,Bread,Bakery,80,31.61477217286439,443
2023-01-26,Rice,Grocery,45,92.88644518922028,250
2023-01-26,Eggs,Dairy,59,130.3581826547968,354
2023-01-26,Soap,Personal Care,74,28.057645723807692,341
2023-01-26,Shampoo,Personal Care,47,71.5856830282313,278
2023-01-27,Milk,Dairy,45,33.158950295268205,326
2023-01-27,Bread,Bakery,57,178.88007723032104,479
2023-01-27,Rice,Grocery,77,131.79115089093324,304
2023-01-27,Eggs,Dairy,64,37.57005894532555,435
2023-01-27,Soap,Personal Care,63,148.4853968028332,356
2023-01-27,Shampoo,Personal Care,44,42.56567934170297,353
2023-01-28,Milk,Dairy,98,20.855216675232697,330
2023-01-28,Bread,Bakery,122,137.17618664493125,370
2023-01-28,Rice,Grocery,79,69.83731321719716,443
2023-01-28,Eggs,Dairy,111,180.6006399071079,499
2023-01-28,Soap,Personal Care,92,180.06900552258642,421
2023-01-28,Shampoo,Personal Care,101,182.1113840998681,498
2023-01-29,Milk,Dairy,92,185.12806719581567,496
2023-01-29,Bread,Bakery,96,162.8979369108719,396
2023-01-29,Rice,Grocery,100,140.77566970117846,207
2023-01-29,Eggs,Dairy,120,101.73391773239037,468
2023-01-29,Soap,Personal Care,100,66.55800596264069,463
2023-01-29,Shampoo,Personal Care,106,140.50463380963288,348
2023-01-30,Milk,Dairy,61,69.81981952765972,393
2023-01-30,Bread,Bakery,43,49.8086526193811,395
2023-01-30,Rice,Grocery,79,29.851260183252034,357
2023-01-30,Eggs,Dairy,66,75.61535580600274,472
2023-01-30,Soap,Personal Care,84,153.74233086410825,201
2023-01-30,Shampoo,Personal Care,64,169.48752714576167,459
2023-01-31,Milk,Dairy,68,85.7760901155709,435
2023-01-31,Bread,Bakery,68,99.91050550803575,230
2023-01-31,Rice,Grocery,70,147.35925063399495,433
2023-01-31,Eggs,Dairy,51,73.92762088967032,228
2023-01-31,Soap,Personal Care,67,151.5775138672859,361
2023-01-31,Shampoo,Personal Care,63,53.25018180568455,270
2023-02-01,Milk,Dairy,55,77.16072027439198,442
2023-02-01,Bread,Bakery,62,157.6688069966619,209
2023-02-01,Rice,Grocery,77,20.023756818097254,391
2023-02-01,Eggs,Dairy,82,178.69327644975502,232
2023-02-01,Soap,Personal Care,73,144.42933560582813,234
2023-02-01,Shampoo,Personal Care,47,145.08770887809976,448
2023-02-02,Milk,Dairy,69,133.97209839716993,291
2023-02-02,Bread,Bakery,58,73.89941822594156,395
2023-02-02,Rice,Grocery,50,130.03722029402354,379
2023-02-02,Eggs,Dairy,57,42.25411465935581,304
2023-02-02,Soap,Personal Care,47,73.33988924214694,344
2023-02-02,Shampoo,Personal Care,60,34.68077286199405,481
2023-02-03,Milk,Dairy,49,57.49220643550416,465
2023-02-03,Bread,Bakery,63,102.35093296150937,414
2023-02-03,Rice,Grocery,82,157.75927149222963,313
2023-02-03,Eggs,Dairy,51,139.7832192861236,247
2023-02-03,Soap,Personal Care,58,88.99711958049906,273
2023-02-03,Shampoo,Personal Care,58,55.54472486606449,276
2023-02-04,Milk,Dairy,104,121.31397960030509,461
2023-02-04,Bread,Bakery,105,70.83538168677052,458
2023-02-04,Rice,Grocery,79,57.03725654693908,449
2023-02-04,Eggs,Dairy,94,83.36962453282602,434
2023-02-04,Soap,Personal Care,79,192.83714233132557,427
2023-02-04,Shampoo,Personal Care,88,104.92749827976478,215
2023-02-05,Milk,Dairy,99,87.56512867579676,218
2023-02-05,Bread,Bakery,77,69.42453821014503,311
2023-02-05,Rice,Grocery,97,197.14056010871238,480
2023-02-05,Eggs,Dairy,113,59.83793696304352,260
2023-02-05,Soap,Personal Care,123,108.8347577891548,403
2023-02-05,Shampoo,Personal Care,76,194.4718951754752,396
2023-02-06,Milk,Dairy,63,69.00963295464959,452
2023-02-06,Bread,Bakery,57,176.3205400321743,324
2023-02-06,Rice,Grocery,67,16.879379682603144,312
2023-02-06,Eggs,Dairy,49,67.7075318100469,386
2023-02-06,Soap,Personal Care,72,137.71812607737132,331
2023-02-06,Shampoo,Personal Care,62,30.063695244966784,378
2023-02-07,Milk,Dairy,61,145.2815126276509,269
2023-02-07,Bread,Bakery,63,158.82511756338462,380
2023-02-07,Rice,Grocery,59,103.367380052207,496
2023-02-07,Eggs,Dairy,70,27.337815232619135,253
2023-02-07,Soap,Personal Care,80,30.552183634644273,267
2023-02-07,Shampoo,Personal Care,84,47.789423558223305,318
2023-02-08,Milk,Dairy,72,196.65420535833766,250
2023-02-08,Bread,Bakery,64,11.289753064482058,448
2023-02-08,Rice,Grocery,68,52.52543635072148,467
2023-02-08,Eggs,Dairy,46,48.895650043069246,321
2023-02-08,Soap,Personal Care,76,13.747891828003343,472
2023-02-08,Shampoo,Personal Care,61,32.84768744843958,417
2023-02-09,Milk,Dairy,71,153.9696394554358,404
2023-02-09,Bread,Bakery,83,22.519511356074815,234
2023-02-09,Rice,Grocery,57,31.074843866213236,401
2023-02-09,Eggs,Dairy,57,92.69383642179055,200
2023-02-09,Soap,Personal Care,65,176.23848706450755,327
2023-02-09,Shampoo,Personal Care,65,154.5442685935205,364
2023-02-10,Milk,Dairy,79,82.09766231275832,411
2023-02-10,Bread,Bakery,80,140.8425599302341,438
2023-02-10,Rice,Grocery,60,186.45858016269375,233
2023-02-10,Eggs,Dairy,58,180.58120321448493,426
2023-02-10,Soap,Personal Care,73,195.33559958564075,285
2023-02-10,Shampoo,Personal Care,71,10.855851386254846,348
2023-02-11,Milk,Dairy,80,29.333360415192992,285
2023-02-11,Bread,Bakery,89,144.93292065213052,313
2023-02-11,Rice,Grocery,94,88.2320568421462,253
2023-02-11,Eggs,Dairy,88,78.38366688091905,492
2023-02-11,Soap,Personal Care,108,183.50913274469275,379
2023-02-11,Shampoo,Personal Care,109,48.80533790827424,353
2023-02-12,Milk,Dairy,125,196.39560293186446,207
2023-02-12,Bread,Bakery,111,14.177439187471485,307
2023-02-12,Rice,Grocery,97,134.85257942164193,432
2023-02-12,Eggs,Dairy,95,75.0702916453978,402
2023-02-12,Soap,Personal Care,85,178.28336357269075,375
2023-02-12,Shampoo,Personal Care,97,16.393447445815056,472
2023-02-13,Milk,Dairy,60,15.024911493556818,464
2023-02-13,Bread,Bakery,61,147.35682772533468,333
2023-02-13,Rice,Grocery,75,170.98638165174384,403
2023-02-13,Eggs,Dairy,77,24.156987745541613,454
2023-02-13,Soap,Personal Care,69,93.02142360590257,363
2023-02-13,Shampoo,Personal Care,71,108.9660669606283,451
2023-02-14,Milk,Dairy,53,191.6652427050501,253
2023-02-14,Bread,Bakery,58,167.4207493204866,305
2023-02-14,Rice,Grocery,62,33.692514953484604,456
2023-02-14,Eggs,Dairy,56,198.6992796821305,407
2023-02-14,Soap,Personal Care,60,127.12756686347151,281
2023-02-14,Shampoo,Personal Care,77,173.44812441594382,321
2023-02-15,Milk,Dairy,69,174.71879813779734,257
2023-02-15,Bread,Bakery,70,34.876937904087725,479
2023-02-15,Rice,Grocery,55,93.83363712742619,293
2023-02-15,Eggs,Dairy,78,137.77925680524646,351
2023-02-15,Soap,Personal Care,54,181.68739526175503,261
2023-02-15,Shampoo,Personal Care,74,91.44631663400212,444
2023-02-16,Milk,Dairy,61,159.3036120064265,459
2023-02-16,Bread,Bakery,57,73.71426528615996,256
2023-02-16,Rice,Grocery,75,41.088560039944426,372
2023-02-16,Eggs,Dairy,81,98.8740638819401,230
2023-02-16,Soap,Personal Care,69,148.9320108759168,271
2023-02-16,Shampoo,Personal Care,47,132.85801539493553,471
2023-02-17,Milk,Dairy,69,171.9633882719559,455
2023-02-17,Bread,Bakery,67,168.34174864201614,434
2023-02-17,Rice,Grocery,53,110.28339907617769,448
2023-02-17,Eggs,Dairy,78,54.345291197044126,333
2023-02-17,Soap,Personal Care,47,155.08599112669015,365
2023-02-17,Shampoo,Personal Care,64,127.48579833863691,413
2023-02-18,Milk,Dairy,89,140.9563637927844,384
2023-02-18,Bread,Bakery,101,120.34005656149685,357
2023-02-18,Rice,Grocery,112,62.695884727679555,426
2023-02-18,Eggs,Dairy,115,74.7302304792123,276
2023-02-18,Soap,Personal Care,111,22.669637068974673,376
2023-02-18,Shampoo,Personal Care,110,143.58784171429224,276
2023-02-19,Milk,Dairy,105,27.13718303804643,334
2023-02-19,Bread,Bakery,93,151.78832557779478,464
2023-02-19,Rice,Grocery,110,77.98452314349582,420
2023-02-19,Eggs,Dairy,108,191.798776833182,369
2023-02-19,Soap,Personal Care,108,96.35171926151777,333
2023-02-19,Shampoo,Personal Care,80,55.88618310265164,237
2023-02-20,Milk,Dairy,66,75.37434374036758,499
2023-02-20,Bread,Bakery,56,95.9147584784205,289
2023-02-20,Rice,Grocery,66,118.42980326367594,407
2023-02-20,Eggs,Dairy,50,81.87203979974588,341
2023-02-20,Soap,Personal Care,81,89.62667319748353,385
2023-02-20,Shampoo,Personal Care,50,32.20696451227842,204
2023-02-21,Milk,Dairy,67,34.76154987344235,454
2023-02-21,Bread,Bakery,71,18.78905595964394,231
2023-02-21,Rice,Grocery,76,46.44886177419201,427
2023-02-21,Eggs,Dairy,85,88.64595102999188,482
2023-02-21,Soap,Personal Care,72,134.26438475516449,480
2023-02-21,Shampoo,Personal Care,60,140.93072548249657,341
2023-02-22,Milk,Dairy,62,32.32042078653365,279
2023-02-22,Bread,Bakery,63,180.32984287926612,376
2023-02-22,Rice,Grocery,70,189.5471092556102,255
2023-02-22,Eggs,Dairy,56,170.24093092825103,343
2023-02-22,Soap,Personal Care,59,181.28231170914233,381
2023-02-22,Shampoo,Personal Care,75,199.16479834266613,430
2023-02-23,Milk,Dairy,80,66.03691580273423,499
2023-02-23,Bread,Bakery,72,94.28394325045556,391
2023-02-23,Rice,Grocery,47,158.57099722470886,228
2023-02-23,Eggs,Dairy,73,57.10716546310337,208
2023-02-23,Soap,Personal Care,77,70.13533805989786,371
2023-02-23,Shampoo,Personal Care,50,155.16699640181963,275
2023-02-24,Milk,Dairy,62,161.85523789865704,444
2023-02-24,Bread,Bakery,68,195.81875051026458,267
2023-02-24,Rice,Grocery,63,42.32712063366,458
2023-02-24,Eggs,Dairy,69,68.77160262806235,445
2023-02-24,Soap,Personal Care,73,10.077954993443225,259
2023-02-24,Shampoo,Personal Care,77,45.24993529896665,377
2023-02-25,Milk,Dairy,86,140.72579860087646,268
2023-02-25,Bread,Bakery,107,60.066359168962805,214
2023-02-25,Rice,Grocery,86,95.94146075051624,261
2023-02-25,Eggs,Dairy,94,91.01715073347484,225
2023-02-25,Soap,Personal Care,85,110.68010634524883,220
2023-02-25,Shampoo,Personal Care,107,194.04134640705234,342
2023-02-26,Milk,Dairy,120,87.25511207875817,492
2023-02-26,Bread,Bakery,110,178.63698364507636,283
2023-02-26,Rice,Grocery,114,135.72172732138563,396
2023-02-26,Eggs,Dairy,117,123.01821563862576,491
2023-02-26,Soap,Personal Care,122,162.5786496884172,420
2023-02-26,Shampoo,Personal Care,96,77.9192326453309,248
2023-02-27,Milk,Dairy,74,87.06768414853404,214
2023-02-27,Bread,Bakery,52,156.68603933474742,292
2023-02-27,Rice,Grocery,67,180.509619514853,380
2023-02-27,Eggs,Dairy,83,102.20333625093767,334
2023-02-27,Soap,Personal Care,69,102.6863391025574,332
2023-02-27,Shampoo,Personal Care,58,191.00200485216365,240
2023-02-28,Milk,Dairy,64,47.743624009416436,394
2023-02-28,Bread,Bakery,62,138.74612459892288,307
2023-02-28,Rice,Grocery,52,21.693176485619006,225
2023-02-28,Eggs,Dairy,75,69.40970635528052,299
