Employee_ID,Age,Gender,Department,Education_Level,Experience_Years,Salary,Training_Hours,Projects_Completed,Overtime_Hours,Absenteeism_Days,Last_Performance_Score,Performance_Level
816,24,Male,Marketing,Masters,6,29643,11,11,34,8,1,Low
817,54,Male,Sales,PhD,22,95846,34,9,38,12,3,Medium
818,27,Male,Sales,Masters,12,170023,69,13,37,12,2,Low
819,31,Male,Marketing,PhD,20,166305,71,8,13,14,5,Medium
820,26,Female,Marketing,Masters,7,33200,20,5,4,1,2,Low
821,44,Male,HR,Masters,29,72275,60,4,29,12,5,Medium
822,31,Male,IT,Bachelors,20,109001,34,0,3,6,1,Low
823,23,Male,Sales,Bachelors,16,172363,47,0,14,16,3,Medium
824,34,Male,HR,Masters,8,62448,14,19,38,7,1,Low
825,23,Male,Marketing,PhD,19,181652,70,16,34,17,5,Medium
826,41,Female,HR,PhD,12,111685,14,10,44,14,4,Medium
827,22,Male,Marketing,PhD,1,172418,5,11,9,14,3,Medium
828,58,Male,Finance,Masters,3,30619,80,2,1,4,2,Low
829,30,Male,Marketing,Masters,29,125454,67,5,43,1,5,Medium
830,38,Female,Marketing,Masters,28,21766,21,10,23,15,1,Low
831,30,Female,Marketing,Masters,24,23549,31,12,27,4,4,Medium
832,32,Female,IT,Bachelors,1,169765,21,10,21,5,5,Medium
833,36,Male,Marketing,Masters,3,127938,26,7,43,11,2,Low
834,45,Female,Sales,PhD,17,147673,14,9,31,4,1,Low
835,59,Male,Sales,Bachelors,4,68328,43,1,30,19,3,Medium
836,56,Male,HR,PhD,18,45301,85,13,18,7,4,Medium
837,51,Female,IT,Masters,9,64763,91,15,20,10,5,Medium
838,52,Male,HR,Bachelors,17,171837,8,16,2,13,5,Medium
839,26,Male,Sales,Masters,29,64787,33,10,5,16,5,Medium
840,35,Male,Sales,Bachelors,24,140675,99,1,31,9,5,Medium
841,32,Female,Finance,PhD,20,27425,72,4,1,1,1,Low
842,30,Male,Marketing,Masters,9,32857,14,15,23,2,3,Medium
843,55,Male,Sales,Masters,4,112999,61,15,44,12,2,Low
844,33,Female,HR,Bachelors,16,173516,44,1,26,16,4,Medium
845,56,Male,HR,Bachelors,21,61457,83,15,8,2,5,High
846,56,Male,Marketing,Masters,12,151776,71,4,12,9,5,Medium
847,22,Female,Marketing,Bachelors,22,25452,57,7,13,7,3,Medium
848,43,Male,Finance,Masters,16,131153,91,19,10,3,3,High
849,50,Male,IT,Bachelors,8,58862,18,13,13,12,1,Low
850,29,Male,HR,PhD,23,38300,15,9,15,6,1,Low
851,32,Male,Marketing,Bachelors,11,160638,74,1,9,6,1,Low
852,58,Male,HR,PhD,13,158573,7,2,19,15,4,Medium
853,35,Female,Marketing,Bachelors,13,21845,32,17,15,4,1,Low
854,51,Female,Sales,Bachelors,7,139342,73,1,33,16,5,Medium
855,56,Female,HR,Masters,22,59181,17,8,15,9,1,Low
856,42,Female,Sales,Bachelors,4,54404,34,1,13,3,4,Medium
857,58,Male,HR,Bachelors,18,42564,42,6,27,13,1,Low
858,26,Male,IT,PhD,27,117898,49,6,17,4,1,Low
859,40,Male,Finance,Bachelors,13,38227,2,13,25,1,5,Medium
860,35,Male,Sales,Masters,8,115259,90,4,37,13,5,Medium
861,47,Male,Marketing,PhD,29,144451,58,7,6,17,5,Medium
862,25,Female,IT,Masters,6,198547,27,17,44,10,1,Low
863,46,Female,HR,Masters,26,37215,45,5,33,15,5,Medium
864,46,Male,Sales,Masters,25,150577,63,13,46,17,3,Medium
865,39,Male,HR,Masters,25,91074,69,17,48,15,2,Low
866,29,Male,HR,PhD,7,172771,46,16,44,3,2,Low
867,35,Female,HR,Bachelors,13,128621,13,8,6,0,5,Medium
868,53,Male,Finance,Masters,21,163526,6,12,32,13,4,Medium
869,59,Male,Finance,PhD,27,199289,73,15,34,11,5,Medium
870,54,Male,Marketing,Masters,13,126759,78,9,49,9,5,Medium
871,44,Female,Sales,Bachelors,10,148471,30,9,38,18,1,Low
872,36,Male,IT,PhD,13,41711,92,3,20,3,4,Medium
873,54,Female,IT,PhD,20,166131,80,11,48,19,5,Medium
874,46,Female,IT,Bachelors,7,68398,50,7,27,2,3,Medium
875,38,Female,HR,PhD,2,21286,28,14,31,3,2,Low
876,54,Female,Finance,Bachelors,27,185369,14,18,43,14,3,Medium
877,23,Female,Sales,PhD,28,128304,89,14,15,10,3,Medium
878,35,Female,HR,PhD,28,124959,75,7,9,15,3,Medium
879,27,Male,Finance,Bachelors,22,177557,24,7,22,3,4,Medium
880,27,Male,Finance,Bachelors,17,79967,60,18,47,5,4,Medium
881,24,Male,Sales,PhD,2,117803,40,8,49,7,4,Medium
882,28,Female,Sales,PhD,12,149745,68,16,14,12,2,Low
883,29,Male,Sales,Bachelors,11,74583,3,7,42,19,1,Low
884,36,Female,HR,Bachelors,14,144077,56,11,49,3,5,High
885,50,Female,Marketing,PhD,17,131359,30,14,5,4,5,Medium
886,54,Female,Sales,PhD,4,47086,2,3,32,9,1,Low
887,51,Male,Marketing,PhD,6,167556,66,5,38,4,5,Medium
888,48,Female,HR,Bachelors,10,124132,89,15,11,11,3,Medium
889,57,Female,Marketing,PhD,25,79263,49,4,35,0,2,Low
890,50,Male,IT,Masters,26,169747,16,12,30,9,5,Medium
891,59,Male,Marketing,Bachelors,10,140155,59,14,9,4,2,High
892,54,Female,Sales,PhD,26,80664,73,16,33,18,1,Low
893,58,Female,HR,Bachelors,14,175752,65,19,40,18,5,Medium
894,48,Male,Sales,Masters,9,168149,87,4,9,19,2,Low
895,54,Male,IT,Bachelors,14,140474,74,18,10,11,3,Medium
896,25,Male,Sales,PhD,12,189246,23,6,13,15,3,Medium
897,43,Female,Sales,Masters,13,96968,98,2,2,4,1,Low
898,23,Male,Sales,Masters,16,154563,86,12,32,16,4,Medium
899,31,Male,Finance,PhD,12,197198,31,13,6,13,5,Medium
900,26,Male,IT,PhD,9,154464,86,15,3,11,3,Medium
901,31,Female,Sales,PhD,24,87804,97,12,38,12,3,Medium
902,54,Male,Sales,Bachelors,0,58400,18,1,47,13,1,Low
903,59,Male,Sales,Bachelors,0,187623,65,13,9,4,3,High
904,34,Male,HR,Bachelors,29,48088,59,19,14,4,5,High
905,52,Male,Finance,PhD,14,176537,65,6,15,17,1,Low
906,57,Male,HR,PhD,15,199227,14,4,37,13,2,Low
907,45,Female,Finance,Bachelors,11,107893,84,13,3,17,1,Low
908,36,Female,Sales,Masters,25,25969,34,8,3,19,5,Medium
909,50,Female,IT,Bachelors,23,28981,68,9,35,0,5,Medium
910,29,Male,Marketing,Masters,5,172104,26,6,26,6,2,Low
911,26,Female,Marketing,PhD,5,74091,87,13,21,16,1,Low
912,50,Female,Sales,PhD,11,127154,6,13,21,2,5,Medium
913,25,Female,HR,Bachelors,24,44408,5,1,16,9,5,Medium
914,33,Male,IT,Bachelors,14,175313,32,16,44,6,2,Low
915,23,Male,Finance,PhD,3,67940,57,19,33,11,4,Medium
916,48,Female,Sales,Bachelors,23,23657,48,3,31,14,1,Low
917,52,Female,IT,PhD,3,41230,16,12,5,15,5,Medium
918,57,Male,IT,PhD,29,169752,41,17,32,7,3,Medium
919,57,Male,Finance,Masters,1,104731,93,2,7,5,2,Low
920,47,Female,IT,Bachelors,26,193412,71,18,49,3,4,High
921,48,Male,HR,PhD,23,187022,39,4,35,10,4,Medium
922,26,Female,HR,Bachelors,11,158939,45,0,4,16,2,Low
923,41,Male,HR,Masters,6,24329,70,8,4,1,4,Medium
924,32,Female,IT,Masters,19,55865,69,7,46,5,5,Medium
925,31,Female,HR,Bachelors,8,57869,67,2,9,3,4,Medium
926,59,Male,Finance,Bachelors,8,140185,0,1,39,2,1,Low
927,27,Female,IT,PhD,7,103984,78,0,6,6,3,Medium
928,29,Female,Marketing,Masters,13,145172,94,11,11,6,5,Medium
929,44,Female,IT,Masters,0,121069,88,12,29,15,2,Low
930,47,Male,Finance,Masters,22,109711,96,9,24,1,3,Medium
931,33,Male,Marketing,Bachelors,20,86252,51,16,27,7,5,Medium
932,47,Male,IT,PhD,22,99386,34,10,42,14,3,Medium
933,34,Female,HR,Bachelors,11,138728,68,4,12,15,4,Medium
934,39,Male,Sales,Bachelors,24,152783,4,8,46,0,2,Low
935,46,Female,Sales,Bachelors,1,45801,99,12,48,9,2,Low
936,54,Female,HR,PhD,12,110709,16,19,21,6,1,Low
937,33,Male,Sales,Bachelors,29,73270,52,10,17,15,4,Medium
938,57,Male,Sales,Masters,26,75535,51,3,26,9,1,Low
939,25,Female,HR,Masters,3,36220,13,10,7,11,1,Low
940,26,Female,HR,Masters,19,33392,28,8,5,16,4,Medium
941,58,Male,IT,PhD,17,153318,7,6,10,12,5,Medium
942,29,Male,IT,Bachelors,18,40010,97,15,28,11,1,Low
943,49,Male,HR,PhD,15,146951,0,4,40,14,3,Medium
944,52,Female,Finance,Bachelors,26,88358,28,5,4,13,5,Medium
945,30,Female,Sales,Masters,13,168306,35,18,6,18,4,Medium
946,50,Female,IT,Bachelors,29,116190,50,0,21,18,2,Low
947,35,Female,Sales,Bachelors,28,135795,36,15,46,13,5,Medium
948,43,Female,Marketing,Bachelors,7,142790,92,17,3,17,1,Low
949,32,Male,HR,PhD,11,145223,68,12,31,4,3,High
950,44,Male,Finance,Bachelors,8,95205,52,0,18,19,4,Medium
951,22,Female,Marketing,Bachelors,5,172856,95,9,44,5,2,Low
952,58,Female,Marketing,Bachelors,25,180744,51,6,32,17,3,Medium
953,42,Male,Marketing,PhD,17,21082,87,4,0,13,2,Low
954,47,Male,HR,PhD,1,162220,82,12,45,3,4,High
955,57,Male,IT,PhD,22,178566,11,15,40,0,5,Medium
956,44,Male,HR,Bachelors,7,95093,51,19,43,12,1,Low
957,22,Female,IT,Masters,23,71952,0,13,49,10,4,Medium
958,36,Male,Marketing,Masters,13,56719,6,10,40,2,3,Medium
959,42,Female,Marketing,Masters,5,68737,16,18,7,16,5,Medium
960,30,Male,Finance,Bachelors,9,127271,97,1,31,17,2,Low
961,30,Male,IT,Masters,7,190608,42,7,29,9,5,Medium
962,31,Male,Marketing,Masters,29,165111,70,12,45,15,5,Medium
963,47,Female,Sales,Masters,16,87839,16,6,27,12,3,Medium
964,56,Female,Finance,Bachelors,24,67931,58,11,40,19,1,Low
965,46,Male,HR,Masters,28,59925,2,7,31,11,5,Medium
966,47,Female,Finance,Masters,11,199969,28,15,24,3,5,Medium
967,32,Female,Sales,Bachelors,16,107745,21,17,33,7,1,Low
968,59,Male,IT,PhD,12,146298,37,18,32,11,1,Low
969,23,Male,HR,Masters,18,113709,53,3,12,18,2,Low
970,28,Female,HR,PhD,11,62287,92,11,24,14,2,Low
971,39,Female,IT,Masters,15,184084,49,15,41,15,1,Low
972,48,Female,Finance,Bachelors,24,127252,68,16,39,11,4,Medium
973,55,Male,Marketing,PhD,26,192855,29,3,38,19,1,Low
974,48,Male,Finance,PhD,4,129323,22,19,43,17,2,Low
975,38,Female,Sales,PhD,24,197563,84,8,48,11,3,Medium
976,45,Male,Marketing,PhD,15,32803,89,4,43,15,3,Medium
977,46,Male,Finance,Masters,24,138819,46,16,47,19,5,Medium
978,28,Female,IT,Masters,5,113361,20,16,9,10,3,Medium
979,27,Female,Sales,PhD,10,33698,19,1,30,19,2,Low
980,45,Male,Sales,Masters,16,185632,22,1,43,13,3,Medium
981,54,Male,Sales,PhD,25,35376,67,6,10,1,4,Medium
982,50,Female,Marketing,PhD,22,33117,20,3,24,12,1,Low
983,43,Male,HR,Bachelors,13,189028,20,12,45,13,1,Low
984,47,Male,Marketing,PhD,5,68786,0,19,44,5,2,Low
985,49,Female,Finance,Masters,24,133005,14,10,33,11,5,Medium
986,42,Female,HR,PhD,22,86480,16,2,19,6,1,Low
987,28,Male,Finance,Bachelors,29,182767,50,1,6,3,3,Medium
988,38,Male,HR,Masters,27,152583,62,15,32,6,4,Medium
989,41,Male,Marketing,Bachelors,10,73233,13,2,34,12,5,Medium
990,41,Female,Sales,Bachelors,11,131022,58,14,28,10,5,Medium
991,43,Male,IT,PhD,12,173574,82,16,11,7,5,Medium
992,49,Male,Sales,Bachelors,3,112529,49,15,4,18,1,Low
993,28,Female,Marketing,Bachelors,6,197561,33,19,11,1,5,Medium
994,22,Female,HR,Masters,1,120919,5,6,28,17,2,Low
995,53,Male,Sales,Bachelors,5,103533,48,15,34,9,3,Medium
996,34,Female,Marketing,PhD,5,183021,5,4,19,5,4,Medium
997,51,Female,Finance,PhD,17,89407,68,1,36,3,3,Medium
998,44,Male,IT,PhD,29,93809,6,0,0,18,2,Low
999,40,Female,Sales,Bachelors,19,37229,96,12,15,13,2,Low
1000,53,Female,HR,Masters,7,178457,76,15,29,13,3,Medium
1001,51,Male,Finance,PhD,7,62176,50,4,8,17,1,Low
1002,50,Female,Marketing,Bachelors,28,114825,0,2,41,16,2,Low
1003,50,Male,IT,PhD,7,154332,12,14,9,17,5,Medium
1004,51,Male,HR,PhD,7,117555,42,15,12,17,4,Medium
1005,37,Female,Marketing,Masters,0,23145,26,10,47,4,4,Medium
1006,40,Female,Marketing,PhD,1,117289,70,18,19,8,2,Low
1007,39,Female,Sales,Masters,11,158874,2,17,28,0,5,Medium
1008,22,Male,Sales,Bachelors,14,22263,57,8,3,3,3,Medium
1009,35,Female,HR,PhD,3,177985,88,7,45,6,4,Medium
1010,23,Male,Marketing,Bachelors,27,77788,96,18,48,10,5,Medium
1011,49,Female,Sales,Bachelors,24,159227,16,4,27,13,5,Medium
1012,51,Female,IT,Bachelors,2,151994,44,16,36,9,1,Low
1013,59,Female,IT,PhD,13,171744,77,4,12,18,2,Low
1014,25,Male,Marketing,Masters,21,189598,57,13,2,7,5,Medium
1015,22,Female,Sales,PhD,22,65344,55,6,36,2,3,Medium
1016,29,Female,HR,Bachelors,7,142819,53,8,47,7,4,Medium
1017,50,Male,HR,Masters,12,170086,86,16,18,17,1,Low
1018,24,Male,HR,Bachelors,22,93352,87,2,27,4,3,Medium
1019,53,Female,IT,Masters,18,60324,28,7,18,19,4,Medium
1020,31,Female,Sales,PhD,21,114075,53,12,16,10,2,Low
1021,31,Female,Sales,Masters,4,189770,26,15,17,8,3,Medium
1022,40,Male,IT,PhD,12,97169,44,9,17,18,4,Medium
1023,55,Male,HR,Bachelors,27,43384,86,17,22,11,1,Low
1024,54,Male,HR,Masters,25,23512,30,2,39,4,4,Medium
1025,44,Male,Marketing,Bachelors,19,157138,35,11,49,15,5,Medium
1026,49,Female,Finance,Masters,0,182572,80,15,8,12,1,Low
1027,53,Male,Sales,PhD,15,143775,60,17,28,5,3,Medium
1028,28,Male,Sales,Masters,29,98743,36,16,41,15,2,Low
1029,50,Male,Sales,Masters,28,105642,66,6,28,17,1,Low
1030,29,Female,Finance,PhD,22,149587,35,18,1,16,1,Low
1031,22,Female,Marketing,PhD,23,99858,4,7,16,11,1,Low
1032,24,Male,Finance,PhD,1,74800,45,16,44,0,4,Medium
1033,45,Male,HR,Masters,6,120364,78,6,30,6,5,Medium
1034,44,Female,HR,Bachelors,5,22387,51,0,27,13,2,Low
1035,29,Female,Sales,Masters,4,152871,48,7,42,17,2,Low
1036,58,Female,IT,Masters,28,139095,5,18,47,0,5,Medium
1037,24,Female,Sales,Bachelors,3,55548,9,19,38,19,4,Medium
1038,54,Female,IT,PhD,1,184967,95,19,29,9,4,Medium
1039,49,Female,Finance,Masters,9,110450,22,9,34,14,5,Medium
1040,29,Female,HR,Bachelors,21,125669,16,11,47,10,5,Medium
1041,55,Female,IT,PhD,4,100171,83,0,19,3,3,Medium
1042,56,Male,Finance,PhD,17,191451,43,3,15,14,4,Medium
1043,53,Male,HR,Masters,9,65414,40,3,33,15,1,Low
1044,45,Male,IT,PhD,22,93071,14,8,13,14,2,Low
1045,35,Male,Sales,PhD,21,132808,43,14,25,16,4,Medium
1046,53,Male,Sales,Bachelors,27,98591,57,14,19,10,5,Medium
1047,37,Male,Sales,Bachelors,14,24297,85,6,41,17,1,Low
1048,25,Female,Finance,PhD,26,129513,49,11,23,15,3,Medium
1049,58,Female,Sales,Bachelors,8,148668,51,2,42,14,3,Medium
1050,42,Male,Marketing,PhD,10,106479,69,19,17,10,1,Low
1051,35,Male,HR,Masters,25,118752,67,8,42,12,1,Low
1052,52,Female,Finance,Bachelors,20,156080,62,13,8,17,5,Medium
1053,39,Female,Sales,PhD,24,135481,57,12,18,7,5,Medium
1054,28,Female,HR,PhD,24,167892,22,11,19,8,2,Low
1055,31,Male,IT,Bachelors,28,173325,43,0,41,10,2,Low
1056,28,Female,Sales,Bachelors,16,180274,82,18,29,16,3,Medium
1057,54,Male,HR,Masters,20,180308,94,15,25,0,1,High
1058,44,Male,Marketing,PhD,8,87156,43,11,30,10,3,Medium
1059,42,Female,IT,Masters,22,80263,51,9,34,6,5,Medium
1060,40,Female,Marketing,Masters,15,138996,66,1,2,7,4,Medium
1061,40,Male,HR,Masters,5,119252,27,17,39,18,5,Medium
1062,57,Female,Marketing,Bachelors,21,138632,66,12,28,3,4,High
1063,50,Female,HR,Masters,10,94855,77,5,5,3,1,Low
1064,39,Male,HR,Bachelors,22,36575,17,11,0,18,1,Low
1065,23,Female,Marketing,Bachelors,16,32204,26,3,23,8,1,Low
1066,22,Male,HR,Masters,3,31952,50,0,37,16,2,Low
1067,26,Male,Sales,Masters,28,103323,59,10,33,17,2,Low
1068,41,Female,HR,PhD,14,184944,73,7,6,0,4,Medium
1069,32,Male,Finance,Masters,0,180448,48,1,10,13,3,Medium
1070,23,Male,HR,PhD,21,162712,14,1,10,3,3,Medium
1071,24,Female,Finance,Masters,29,46437,82,15,35,9,4,Medium
1072,44,Female,HR,Masters,28,147129,72,0,19,13,2,Low
1073,33,Female,HR,Masters,19,107681,67,3,15,6,5,Medium
1074,41,Male,Marketing,Masters,0,27903,14,5,4,11,4,Medium
1075,26,Male,Sales,PhD,8,46863,50,19,23,15,3,Medium
1076,58,Female,Sales,PhD,11,63381,47,13,29,4,4,Medium
1077,59,Male,IT,Masters,3,48548,71,19,29,10,4,Medium
1078,51,Female,Marketing,Masters,27,31467,0,14,38,3,1,Low
1079,30,Female,Marketing,PhD,21,77954,6,6,47,12,2,Low
1080,55,Male,Sales,Bachelors,12,43901,52,6,46,7,1,Low
1081,56,Female,Marketing,Bachelors,6,43301,30,17,36,6,2,Low
1082,43,Male,Sales,Bachelors,7,144686,17,1,32,10,4,Medium
1083,45,Male,Marketing,PhD,27,105180,11,19,19,10,2,Low
1084,38,Female,HR,PhD,12,89903,47,14,21,16,3,Medium
1085,31,Male,Sales,Bachelors,10,123955,29,0,40,13,1,Low
1086,51,Female,Sales,Bachelors,8,167276,96,16,20,1,4,High
1087,44,Male,Finance,Masters,24,39755,6,19,36,19,3,Medium
1088,53,Male,Marketing,PhD,23,79817,91,12,26,7,2,Low
1089,38,Male,Marketing,PhD,15,22093,2,11,37,1,2,Low
1090,38,Female,Sales,Bachelors,9,116319,62,14,34,14,3,Medium
1091,35,Male,HR,Bachelors,10,42940,5,4,37,4,2,Low
1092,30,Female,HR,PhD,11,195112,94,6,39,5,1,Low
1093,23,Male,HR,Masters,27,188394,14,7,5,16,5,Medium
1094,46,Male,Marketing,Bachelors,13,148714,70,13,31,7,2,Low
1095,30,Female,Finance,PhD,18,111544,42,3,15,18,4,Medium
1096,43,Female,Sales,PhD,11,104437,93,13,27,4,2,High
1097,25,Female,IT,Masters,17,112969,90,9,15,18,4,Medium
1098,47,Female,Finance,Masters,20,127001,80,15,26,13,2,Low
1099,50,Female,IT,Bachelors,16,107725,17,10,2,9,2,Low
1100,55,Male,Finance,Bachelors,2,135784,21,13,48,12,4,Medium
1101,44,Male,HR,Bachelors,0,130675,60,13,20,4,1,High
1102,58,Female,Marketing,PhD,28,114266,60,1,37,6,5,Medium
1103,32,Male,IT,Bachelors,18,29236,52,12,37,9,5,Medium
1104,27,Male,Finance,PhD,28,92597,25,2,29,10,1,Low
1105,39,Male,Marketing,Bachelors,3,154974,90,17,21,2,2,High
1106,42,Female,IT,Masters,22,119656,39,3,18,12,5,Medium
1107,57,Male,Sales,Masters,27,54364,87,18,30,1,1,High
1108,59,Male,Finance,PhD,15,127071,7,15,19,3,1,Low
1109,55,Male,Sales,Masters,11,114410,20,3,46,2,5,Medium
1110,38,Female,HR,PhD,20,171168,92,18,18,14,4,Medium
1111,58,Male,Sales,PhD,20,163092,42,14,1,3,3,Medium
1112,46,Male,Sales,Masters,12,78473,20,0,39,3,4,Medium
1113,59,Female,Finance,PhD,16,64153,2,15,38,14,2,Low
1114,33,Female,HR,Masters,7,192349,30,14,26,5,4,Medium
1115,44,Male,Sales,Bachelors,12,58502,26,15,7,4,3,Medium
1116,43,Male,Marketing,Bachelors,19,35675,26,19,44,11,3,Medium
1117,42,Female,IT,Masters,25,175437,72,0,26,6,1,Low
1118,48,Female,Sales,Masters,4,138384,56,16,14,2,2,High
1119,52,Female,HR,Masters,17,98229,96,4,11,6,1,Low
1120,27,Female,Sales,Masters,14,109049,32,4,46,11,4,Medium
1121,48,Female,IT,Bachelors,11,109157,89,6,13,14,4,Medium
1122,55,Female,HR,PhD,28,125711,91,12,6,18,5,Medium
1123,33,Female,Finance,PhD,16,130090,43,11,16,5,1,Low
1124,28,Male,HR,Bachelors,24,113321,42,3,25,7,1,Low
1125,31,Female,Finance,PhD,14,46465,30,3,36,5,1,Low
1126,38,Female,HR,Bachelors,1,52286,64,5,19,2,1,Low
1127,47,Male,IT,PhD,5,74795,83,14,9,4,3,High
1128,42,Female,IT,Masters,16,191250,75,18,18,8,5,Medium
1129,49,Female,HR,Masters,15,128139,16,5,17,15,2,Low
1130,23,Male,Sales,Masters,16,123845,14,11,29,15,2,Low
1131,22,Female,IT,Bachelors,24,69986,33,13,29,8,2,Low
1132,57,Male,Finance,Bachelors,19,194273,79,17,24,17,3,Medium
1133,47,Male,Finance,PhD,8,194387,3,11,23,12,5,Medium
1134,50,Male,Marketing,PhD,26,95396,71,14,9,10,5,Medium
1135,42,Male,Finance,PhD,4,75178,97,18,1,9,3,Medium
1136,32,Female,Marketing,Bachelors,22,30745,88,7,37,9,1,Low
1137,32,Male,HR,PhD,0,99637,78,8,31,5,4,Medium
1138,57,Male,HR,Masters,5,156100,27,4,34,15,1,Low
1139,56,Female,HR,PhD,23,68566,72,4,36,11,2,Low
1140,55,Male,Sales,Masters,13,63722,1,5,6,3,1,Low
1141,45,Male,Sales,Bachelors,16,106623,16,2,6,4,3,Medium
1142,43,Male,Marketing,Masters,24,131074,57,4,26,1,2,Low
1143,26,Male,Finance,Masters,18,94974,73,0,9,18,4,Medium
1144,54,Female,Finance,Masters,0,104084,8,10,32,0,2,Low
1145,57,Male,HR,Bachelors,0,190951,30,19,42,3,1,Low
1146,41,Female,IT,Bachelors,12,175839,65,0,6,11,5,Medium
1147,40,Female,Sales,Bachelors,13,137353,87,6,5,1,5,Medium
1148,56,Male,Sales,Bachelors,26,124417,61,14,5,11,5,Medium
1149,38,Male,HR,PhD,5,88099,18,16,12,15,2,Low
1150,55,Male,Sales,Bachelors,26,199729,80,7,47,1,5,Medium
1151,30,Male,HR,Masters,5,159570,73,1,12,16,3,Medium
1152,47,Female,Marketing,Bachelors,0,45107,54,12,1,1,4,High
1153,23,Female,Finance,PhD,29,179865,27,11,18,3,5,Medium
1154,30,Female,IT,PhD,13,153768,91,4,18,5,3,Medium
1155,30,Male,Finance,PhD,2,73839,49,12,49,6,3,Medium
1156,38,Female,Finance,Masters,22,109241,64,5,37,14,2,Low
1157,22,Male,Marketing,Bachelors,9,43397,2,14,1,19,2,Low
1158,46,Male,Sales,Bachelors,18,27704,78,10,25,11,4,Medium
1159,46,Male,IT,Bachelors,18,36442,51,3,5,4,4,Medium
1160,56,Male,Sales,Masters,18,149576,9,0,19,13,1,Low
1161,24,Male,Finance,Masters,27,29765,20,14,22,15,4,Medium
1162,58,Female,HR,PhD,22,135828,36,11,14,10,2,Low
1163,51,Female,Finance,PhD,3,30002,14,8,5,11,3,Medium
1164,59,Male,Sales,Bachelors,19,31390,86,10,27,18,1,Low
1165,55,Female,Finance,Masters,18,195508,77,4,34,16,4,Medium
1166,33,Male,HR,Masters,9,26641,78,6,10,6,3,Medium
1167,40,Male,Marketing,Bachelors,26,184781,73,7,7,8,2,Low
1168,58,Male,Sales,Bachelors,24,131119,8,0,49,13,5,Medium
1169,38,Female,Finance,PhD,1,190381,43,0,48,19,1,Low
1170,31,Male,Sales,PhD,3,35624,38,2,23,11,3,Medium
1171,33,Male,Marketing,PhD,23,29966,4,7,20,14,2,Low
1172,37,Female,Finance,Bachelors,5,185261,24,10,48,11,2,Low
1173,45,Female,Finance,Bachelors,29,91301,55,0,35,12,1,Low
1174,40,Female,Sales,PhD,6,135123,89,13,6,8,1,Low
1175,29,Male,Sales,PhD,15,168295,63,0,4,6,4,Medium
1176,52,Male,HR,Masters,28,98183,71,5,28,0,4,Medium
1177,42,Female,Marketing,Masters,6,24959,85,5,15,9,1,Low
1178,38,Male,HR,PhD,17,178329,51,2,5,5,1,Low
1179,44,Female,Finance,PhD,19,70802,88,9,13,14,3,Medium
1180,58,Female,Sales,Masters,25,144125,75,11,1,14,4,Medium
1181,37,Male,Finance,PhD,25,143795,8,9,24,8,2,Low
1182,27,Male,Finance,Masters,21,47215,9,1,30,12,4,Medium
1183,29,Female,IT,Masters,18,75046,9,12,49,0,4,Medium
1184,46,Female,IT,Masters,8,114593,72,15,49,8,1,Low
1185,39,Female,Finance,Bachelors,28,185166,61,12,12,2,1,High
1186,46,Female,Sales,Bachelors,19,189741,89,3,17,8,4,Medium
1187,33,Male,Finance,PhD,9,187198,98,3,16,19,5,Medium
1188,36,Female,IT,Masters,12,99036,90,10,44,14,5,Medium
1189,47,Female,Sales,Bachelors,17,129864,59,13,27,6,4,Medium
1190,47,Female,Finance,PhD,15,140333,94,2,11,3,5,Medium
1191,53,Male,Marketing,PhD,21,36772,18,18,34,19,4,Medium
1192,31,Male,Marketing,PhD,16,199658,37,0,21,16,1,Low
1193,37,Female,Finance,PhD,21,71943,5,4,38,3,1,Low
1194,28,Male,Sales,PhD,12,88868,14,16,0,18,1,Low
1195,38,Male,Finance,Masters,11,69855,92,0,36,4,2,Low
1196,44,Male,Finance,PhD,9,173290,46,18,20,15,1,Low
1197,47,Female,IT,Masters,0,121124,44,18,0,2,1,Low
1198,42,Female,Marketing,Bachelors,29,77205,4,3,3,10,4,Medium
1199,43,Male,IT,PhD,7,156031,77,18,31,14,5,Medium
1200,28,Female,IT,Bachelors,20,196206,52,5,0,18,5,Medium
1201,35,Female,Finance,Masters,21,45874,65,14,12,13,1,Low
1202,36,Male,IT,Masters,17,151007,61,3,45,15,1,Low
1203,28,Male,Marketing,Bachelors,1,21301,22,0,46,5,1,Low
1204,30,Female,IT,PhD,15,78017,43,16,16,4,4,Medium
1205,29,Male,Marketing,PhD,11,63319,51,10,11,16,4,Medium
1206,44,Female,IT,Bachelors,8,42455,45,16,6,15,4,Medium
1207,50,Female,Marketing,Bachelors,2,155184,18,0,2,1,5,Medium
1208,39,Male,IT,Bachelors,21,77033,87,8,49,10,2,Low
1209,52,Female,IT,PhD,25,183217,83,13,25,3,5,High
1210,51,Female,Sales,PhD,20,126924,46,14,30,5,4,Medium
1211,56,Male,Marketing,PhD,29,52735,90,0,35,6,3,Medium
1212,39,Male,Marketing,Bachelors,27,92781,51,1,25,16,2,Low
1213,38,Male,Marketing,PhD,3,146031,23,17,2,7,1,Low
1214,35,Female,HR,Masters,25,148305,16,17,43,0,5,Medium
1215,52,Male,IT,Bachelors,1,128049,88,5,27,14,2,Low
1216,45,Male,Marketing,PhD,7,172783,45,19,43,19,3,Medium
1217,56,Male,HR,Bachelors,9,25630,63,7,16,11,2,Low
1218,55,Male,Sales,Masters,15,85488,94,0,37,14,5,Medium
